10000
4,16,4.893
10,69,9.753
33,86,14.71
31,40,12.47
10,12,14.44
86,70,3.478
97,37,12.12
68,18,11.01
60,60,0
36,63,3.665
74,74,0
76,76,0
68,18,11.01
78,96,13.31
14,66,3.097
96,45,10.1
50,50,0
60,56,12.12
62,28,2.569
39,79,10.02
84,79,7.989
92,87,13.96
72,72,0
70,12,5.937
69,92,8.973
94,58,10.36
56,56,0
41,54,10.89
86,86,0
51,51,0
67,40,8.189
33,33,0
8,23,9.969
42,30,7.827
12,12,0
47,43,5.011
13,80,14.4
27,49,4.286
87,69,5.956
6,25,7.827
95,11,11.26
40,29,10.81
62,28,2.569
76,86,13.29
74,74,0
55,85,8.791
9,97,6.281
32,25,14.7
25,19,10.1
3,27,13.86
44,14,14.2
42,70,13.95
42,64,7.496
54,45,12.2
53,7,8.224
86,42,12.04
90,90,0
61,61,0
11,72,9.268
28,62,2.569
19,25,10.1
6,76,10.52
100,41,8.299
58,41,5.974
24,17,13.18
47,82,5.027
5,55,8.432
65,53,13.97
27,49,4.286
46,65,10.73
39,39,0
29,75,6.77
26,69,14.35
6,76,10.52
67,40,8.189
44,25,11.1
6,34,10.07
3,49,10.97
79,79,0
15,14,7.086
56,20,13.74
55,24,7.778
58,54,7.267
18,90,14.04
98,57,8.533
18,68,11.01
7,78,5.364
20,20,0
38,82,11.4
30,93,12.94
18,90,14.04
53,53,0
42,30,7.827
88,88,0
54,45,12.2
89,77,8.168
78,90,10.29
84,74,5.897
100,3,6.731
82,24,10.03
62,46,8.346
6,64,14.99
5,5,0
27,75,5.391
54,100,12.91
97,13,5.764
98,67,11.91
62,28,2.569
42,6,8.982
59,89,11.34
37,2,3.873
60,60,0
47,38,14.91
43,80,11.83
54,52,8.233
43,82,9.886
64,96,14.05
93,6,7.908
93,45,12.63
8,8,0
87,26,12.63
44,25,11.1
40,60,12.31
40,60,12.31
45,30,6.063
74,39,6.681
79,84,7.989
52,41,6.531
6,86,11.53
27,49,4.286
79,84,7.989
51,51,0
41,100,8.299
37,43,6.007
40,100,12.7
10,73,12.01
35,71,8.497
29,40,10.81
90,18,14.04
31,50,14.94
9,9,0
86,33,14.71
93,45,12.63
69,26,14.35
82,2,11.26
33,25,11.41
47,55,14.44
35,7,9.486
80,43,11.83
33,34,10.49
69,10,9.753
3,49,10.97
32,25,14.7
55,47,14.44
32,81,9.093
41,3,14.33
41,52,6.531
86,34,4.28
7,90,9.39
96,30,14.71
62,38,12.22
5,5,0
73,76,14.3
33,6,14.93
15,66,5.058
73,87,7.458
67,3,8.991
35,35,0
9,72,8.564
45,45,0
67,40,8.189
97,97,0
75,75,0
55,85,8.791
84,39,8.018
31,100,14.48
97,37,12.12
61,77,10.99
10,34,14.69
53,68,14.87
21,21,0
70,6,14.87
9,80,13.55
78,78,0
6,86,11.53
73,73,0
82,80,13.46
15,14,7.086
96,68,8.873
90,68,4.335
25,93,14.42
34,42,13.74
56,12,10.67
82,82,0
55,5,8.432
100,94,9.385
74,39,6.681
63,36,3.665
97,11,11.47
24,24,0
6,76,10.52
15,43,9.615
69,69,0
4,16,4.893
27,49,4.286
54,3,14.34
49,3,10.97
45,35,14.22
73,10,12.01
93,45,12.63
47,43,5.011
3,41,14.33
2,85,14.06
66,43,11.45
27,67,14.04
7,78,5.364
70,56,14.04
100,31,14.48
11,72,9.268
19,93,5.432
48,88,11.25
6,42,8.982
11,97,11.47
16,4,4.893
67,52,13.69
80,43,11.83
100,54,12.91
56,29,12.21
26,22,12.58
85,2,14.06
82,82,0
25,19,10.1
1,1,0
11,13,12.87
33,10,9.846
90,96,4.955
9,9,0
52,94,10.35
83,83,0
6,25,7.827
76,76,0
69,73,10.9
64,35,12.47
25,6,7.827
31,98,12.3
87,69,5.956
25,93,14.42
44,14,14.2
41,100,8.299
68,78,11.66
40,49,5.639
52,94,10.35
13,11,12.87
24,85,1.033
59,78,14.76
54,45,12.2
3,52,8.418
99,50,14.94
90,96,4.955
25,6,7.827
7,35,9.486
54,100,12.91
93,42,6.103
14,43,14.54
89,18,8.86
14,14,0
7,78,5.364
93,19,5.432
91,1,6.899
25,76,6.892
76,10,14.21
22,4,7.52
47,37,7.884
41,3,14.33
34,86,4.28
3,52,8.418
78,78,0
24,5,13.84
7,7,0
96,68,8.873
86,86,0
93,42,6.103
27,27,0
80,9,13.55
85,85,0
90,96,4.955
29,40,10.81
14,43,14.54
100,3,6.731
27,29,9.598
43,82,9.886
6,19,6.423
98,94,7.93
6,19,6.423
82,85,10.71
65,53,13.97
41,94,5.592
98,98,0
39,80,14.81
17,55,11.43
82,55,9.516
93,19,5.432
82,24,10.03
36,48,7.668
57,57,0
18,53,12.87
100,3,6.731
69,26,14.35
65,65,0
49,27,4.286
29,49,6.014
39,74,6.681
3,58,9.555
40,31,12.47
31,31,0
96,90,4.955
43,82,9.886
47,24,14.53
31,98,12.3
35,64,12.47
59,78,14.76
37,80,5.87
98,98,0
56,29,12.21
82,47,5.027
39,79,10.02
18,68,11.01
68,7,12.56
30,42,7.827
9,72,8.564
54,54,0
56,12,10.67
29,75,6.77
31,98,12.3
55,5,8.432
61,77,10.99
62,62,0
56,70,14.04
85,17,13.54
96,68,8.873
19,71,11.55
7,96,10.31
25,93,14.42
15,43,9.615
97,39,13.49
57,31,5.641
18,21,10.87
62,28,2.569
58,3,9.555
48,48,0
25,34,13.11
64,64,0
80,39,14.81
45,35,14.22
5,17,6.317
55,17,11.43
5,38,11.03
2,85,14.06
72,97,7.978
9,72,8.564
56,12,10.67
13,13,0
7,96,10.31
3,31,14.98
22,22,0
19,44,11.48
69,10,9.753
72,97,7.978
32,95,14.81
34,33,10.49
27,3,13.86
85,17,13.54
97,9,6.281
55,47,14.44
31,98,12.3
9,9,0
18,78,12.31
14,44,14.2
76,34,9.11
60,40,12.31
42,19,10.55
30,45,6.063
47,55,14.44
72,9,8.564
39,39,0
53,78,3.731
21,59,7.953
52,94,10.35
86,76,13.29
47,66,13.18
90,78,10.29
45,96,10.1
64,96,14.05
68,96,8.873
11,95,11.26
34,6,10.07
90,78,10.29
76,34,9.11
88,63,9.108
52,67,13.69
97,97,0
43,66,11.45
47,24,14.53
7,7,0
66,47,13.18
90,59,13.43
76,34,9.11
96,96,0
53,68,14.87
68,78,11.66
43,2,9.625
98,31,12.3
75,40,10.85
94,98,7.93
87,92,13.96
32,95,14.81
19,42,10.55
71,83,13.66
65,83,12.91
82,2,11.26
41,52,6.531
83,71,13.66
10,76,14.21
19,25,10.1
33,86,14.71
19,42,10.55
4,22,7.52
69,69,0
43,80,11.83
95,81,5.725
11,97,11.47
34,70,7.274
67,52,13.69
42,30,7.827
93,30,12.94
88,36,5.469
54,41,10.89
22,4,7.52
41,58,5.974
65,83,12.91
71,83,13.66
62,46,8.346
27,49,4.286
49,60,6.966
68,90,4.335
39,79,10.02
21,18,10.87
21,99,9.264
87,87,0
2,24,14.26
13,13,0
44,81,13.59
83,71,13.66
3,31,14.98
40,40,0
16,22,11.15
100,31,14.48
76,73,14.3
25,93,14.42
19,25,10.1
63,88,9.108
34,86,4.28
28,38,11.97
55,38,7.323
6,34,10.07
51,51,0
29,60,2.329
37,97,12.12
31,67,6.019
22,4,7.52
50,99,14.94
10,76,14.21
33,6,14.93
62,5,13.59
34,10,14.69
97,2,10.71
19,6,6.423
2,85,14.06
89,89,0
37,80,5.87
33,25,11.41
32,81,9.093
95,66,14.62
34,42,13.74
97,72,7.978
39,74,6.681
4,16,4.893
11,97,11.47
28,91,11.91
97,80,8.789
18,18,0
65,46,10.73
82,24,10.03
98,67,11.91
24,5,13.84
82,24,10.03
64,93,7.989
69,73,10.9
18,78,12.31
7,53,8.224
70,56,14.04
29,40,10.81
80,85,14.83
6,34,10.07
13,9,3.72
64,30,8.245
27,27,0
38,55,7.323
85,80,14.83
55,47,14.44
96,64,14.05
94,52,10.35
34,10,14.69
86,70,3.478
79,74,3.413
27,3,13.86
43,80,11.83
18,90,14.04
27,40,6.909
53,78,3.731
43,80,11.83
14,15,7.086
63,88,9.108
65,65,0
44,81,13.59
93,64,7.989
86,6,11.53
61,61,0
64,30,8.245
60,60,0
36,63,3.665
14,43,14.54
80,82,13.46
59,18,4.174
100,3,6.731
67,100,9.168
5,55,8.432
67,31,6.019
82,37,10.73
8,8,0
68,18,11.01
60,49,6.966
55,85,8.791
58,52,1.239
45,71,11.43
27,27,0
14,44,14.2
21,18,10.87
93,25,14.42
3,67,8.991
38,82,11.4
45,35,14.22
92,69,8.973
26,22,12.58
80,43,11.83
74,79,3.413
65,83,12.91
28,46,6.508
78,53,3.731
87,10,5.502
94,50,11.43
19,64,13.31
38,47,14.91
19,25,10.1
89,59,11.34
51,77,9.668
34,42,13.74
3,31,14.98
86,33,14.71
29,3,13.27
40,60,12.31
80,39,14.81
43,82,9.886
12,12,0
75,27,5.391
27,27,0
71,19,11.55
91,46,14.72
30,93,12.94
69,10,9.753
45,96,10.1
26,73,5.692
93,64,7.989
73,26,5.692
65,46,10.73
53,53,0
43,14,14.54
93,25,14.42
11,97,11.47
29,56,12.21
73,10,12.01
87,26,12.63
53,78,3.731
32,25,14.7
28,91,11.91
84,74,5.897
76,6,10.52
4,22,7.52
78,90,10.29
90,59,13.43
78,7,5.364
11,97,11.47
7,78,5.364
10,10,0
10,87,5.502
87,10,5.502
3,52,8.418
55,85,8.791
40,29,10.81
30,54,9.412
40,40,0
62,91,9.668
40,27,6.909
63,48,7.411
37,97,12.12
55,17,11.43
73,26,5.692
15,66,5.058
6,76,10.52
67,100,9.168
76,86,13.29
94,98,7.93
68,90,4.335
5,62,13.59
7,35,9.486
45,90,14.98
71,64,7.109
82,24,10.03
96,96,0
82,80,13.46
5,5,0
87,92,13.96
43,47,5.011
11,95,11.26
7,96,10.31
70,12,5.937
94,41,5.592
42,93,6.103
49,75,5.533
30,54,9.412
38,55,7.323
17,85,13.54
95,81,5.725
25,93,14.42
86,33,14.71
84,79,7.989
58,94,10.36
46,91,14.72
93,64,7.989
19,64,13.31
7,68,12.56
3,49,10.97
59,21,7.953
94,52,10.35
17,17,0
11,13,12.87
75,27,5.391
52,52,0
10,10,0
50,98,5.149
90,53,13.95
9,13,3.72
97,13,5.764
88,48,11.25
93,25,14.42
40,29,10.81
68,59,9.537
4,26,11.34
42,64,7.496
63,36,3.665
72,9,8.564
34,42,13.74
24,85,1.033
95,66,14.62
25,6,7.827
11,72,9.268
38,5,11.03
93,64,7.989
40,40,0
37,97,12.12
40,60,12.31
67,52,13.69
43,14,14.54
61,51,12.1
67,3,8.991
30,42,7.827
10,76,14.21
31,50,14.94
41,98,12.89
75,75,0
29,49,6.014
42,93,6.103
81,32,9.093
39,80,14.81
4,4,0
7,35,9.486
37,82,10.73
62,62,0
42,45,10.11
52,100,4.708
43,2,9.625
94,52,10.35
76,86,13.29
38,5,11.03
59,59,0
42,34,13.74
64,96,14.05
50,50,0
84,39,8.018
67,3,8.991
54,45,12.2
76,73,14.3
50,98,5.149
33,73,10.54
3,29,13.27
54,100,12.91
4,4,0
96,64,14.05
52,3,8.418
34,12,9.569
29,3,13.27
42,93,6.103
64,35,12.47
85,17,13.54
19,64,13.31
7,96,10.31
64,93,7.989
5,55,8.432
64,19,13.31
96,90,4.955
53,90,13.95
18,21,10.87
5,5,0
54,54,0
94,100,9.385
68,78,11.66
36,63,3.665
27,27,0
79,84,7.989
10,34,14.69
77,77,0
91,46,14.72
80,47,12.53
31,50,14.94
9,97,6.281
100,41,8.299
75,75,0
75,27,5.391
97,97,0
62,62,0
9,80,13.55
82,2,11.26
18,68,11.01
38,5,11.03
70,34,7.274
24,24,0
80,97,8.789
82,15,12.9
48,88,11.25
100,31,14.48
98,50,5.149
96,7,10.31
40,27,6.909
47,66,13.18
43,47,5.011
96,30,14.71
85,17,13.54
85,55,8.791
45,35,14.22
90,96,4.955
50,50,0
67,58,14.89
48,63,7.411
27,27,0
10,87,5.502
10,33,9.846
1,1,0
11,72,9.268
90,18,14.04
18,53,12.87
87,69,5.956
34,42,13.74
18,90,14.04
79,84,7.989
11,97,11.47
87,73,7.458
25,33,11.41
63,63,0
60,27,9.74
13,11,12.87
86,42,12.04
11,97,11.47
48,36,7.668
38,47,14.91
30,42,7.827
26,22,12.58
34,33,10.49
95,81,5.725
25,33,11.41
38,55,7.323
94,58,10.36
47,37,7.884
22,4,7.52
70,86,3.478
79,74,3.413
55,82,9.516
5,62,13.59
77,61,10.99
80,37,5.87
66,66,0
13,72,4.847
6,33,14.93
72,97,7.978
100,94,9.385
70,86,3.478
66,95,14.62
31,3,14.98
29,3,13.27
58,67,14.89
82,24,10.03
79,84,7.989
69,69,0
29,75,6.77
46,91,14.72
98,31,12.3
53,90,13.95
45,96,10.1
47,38,14.91
80,80,0
73,87,7.458
39,97,13.49
32,25,14.7
57,67,9.519
97,97,0
40,3,7.351
52,54,8.233
48,36,7.668
27,3,13.86
58,52,1.239
49,40,5.639
95,66,14.62
90,90,0
24,55,7.778
54,45,12.2
47,55,14.44
74,84,5.897
40,3,7.351
11,13,12.87
24,5,13.84
42,30,7.827
80,82,13.46
95,11,11.26
68,7,12.56
58,3,9.555
89,18,8.86
3,31,14.98
95,43,14.24
52,94,10.35
78,53,3.731
78,7,5.364
76,25,6.892
85,2,14.06
5,62,13.59
80,37,5.87
82,80,13.46
93,42,6.103
58,3,9.555
12,34,9.569
95,32,14.81
100,100,0
31,40,12.47
61,77,10.99
87,26,12.63
78,35,14.32
86,34,4.28
98,67,11.91
56,12,10.67
15,47,9.438
10,73,12.01
35,71,8.497
64,42,7.496
31,31,0
26,26,0
97,72,7.978
34,70,7.274
94,100,9.385
3,3,0
82,55,9.516
90,78,10.29
12,12,0
90,45,14.98
21,99,9.264
6,86,11.53
23,23,0
9,80,13.55
41,58,5.974
81,23,14.01
2,47,10.09
80,80,0
67,98,11.91
9,80,13.55
84,84,0
44,81,13.59
53,53,0
22,16,11.15
24,47,14.53
71,93,8.276
91,91,0
18,89,8.86
3,54,14.34
87,26,12.63
37,47,7.884
31,67,6.019
12,10,14.44
93,30,12.94
6,25,7.827
43,66,11.45
82,85,10.71
64,93,7.989
16,16,0
42,42,0
27,3,13.86
82,82,0
52,52,0
47,15,9.438
72,72,0
5,55,8.432
47,38,14.91
96,45,10.1
85,2,14.06
86,76,13.29
92,87,13.96
40,75,10.85
13,9,3.72
98,98,0
33,86,14.71
81,81,0
86,86,0
44,32,9.183
71,83,13.66
40,75,10.85
48,48,0
80,9,13.55
19,42,10.55
42,42,0
70,86,3.478
59,59,0
96,68,8.873
45,64,4.987
2,2,0
61,77,10.99
98,94,7.93
78,78,0
82,38,11.4
84,84,0
71,45,11.43
85,80,14.83
47,80,12.53
59,18,4.174
13,13,0
14,44,14.2
86,12,8.046
96,54,14.48
40,100,12.7
57,98,8.533
5,24,13.84
59,18,4.174
82,47,5.027
75,75,0
89,77,8.168
99,59,13.69
16,4,4.893
69,92,8.973
55,38,7.323
46,28,6.508
64,35,12.47
66,95,14.62
1,91,6.899
6,86,11.53
28,91,11.91
76,6,10.52
15,15,0
78,90,10.29
78,59,14.76
14,44,14.2
48,88,11.25
44,19,11.48
31,3,14.98
83,83,0
100,40,12.7
70,56,14.04
87,87,0
3,27,13.86
80,82,13.46
42,93,6.103
37,47,7.884
50,94,11.43
70,34,7.274
45,93,12.63
64,45,4.987
18,90,14.04
16,4,4.893
34,86,4.28
46,28,6.508
64,71,7.109
24,47,14.53
67,3,8.991
18,68,11.01
39,39,0
95,66,14.62
12,10,14.44
60,75,5.701
64,30,8.245
100,31,14.48
55,38,7.323
38,28,11.97
99,21,9.264
93,71,8.276
85,2,14.06
67,98,11.91
34,33,10.49
40,67,8.189
93,42,6.103
45,35,14.22
70,56,14.04
49,60,6.966
76,6,10.52
76,6,10.52
15,43,9.615
81,32,9.093
27,27,0
40,75,10.85
37,82,10.73
78,90,10.29
26,73,5.692
76,6,10.52
25,33,11.41
59,59,0
76,73,14.3
74,74,0
69,87,5.956
18,68,11.01
95,32,14.81
90,45,14.98
38,82,11.4
75,49,5.533
29,29,0
61,61,0
89,59,11.34
46,46,0
21,21,0
46,28,6.508
19,93,5.432
22,4,7.52
40,49,5.639
71,71,0
48,88,11.25
95,11,11.26
35,71,8.497
99,99,0
61,51,12.1
3,49,10.97
53,53,0
49,49,0
13,39,13.97
8,8,0
80,82,13.46
97,11,11.47
80,2,2.437
67,3,8.991
94,94,0
56,20,13.74
35,78,14.32
85,2,14.06
30,42,7.827
94,50,11.43
82,82,0
63,48,7.411
82,55,9.516
2,82,11.26
78,96,13.31
66,95,14.62
56,56,0
18,59,4.174
64,71,7.109
70,6,14.87
5,17,6.317
29,3,13.27
43,37,6.007
66,95,14.62
22,22,0
9,9,0
34,42,13.74
43,43,0
87,33,10.64
21,21,0
58,52,1.239
49,49,0
6,19,6.423
62,91,9.668
98,100,11.54
41,100,8.299
48,88,11.25
68,90,4.335
91,91,0
4,22,7.52
85,2,14.06
44,19,11.48
38,38,0
41,100,8.299
44,81,13.59
55,38,7.323
36,88,5.469
99,59,13.69
98,94,7.93
73,26,5.692
11,97,11.47
69,10,9.753
18,18,0
32,23,12.8
53,65,13.97
30,42,7.827
17,17,0
82,2,11.26
99,99,0
64,45,4.987
95,11,11.26
53,68,14.87
37,47,7.884
58,100,5.832
21,21,0
99,99,0
25,6,7.827
2,82,11.26
6,64,14.99
56,29,12.21
87,26,12.63
67,3,8.991
40,67,8.189
69,92,8.973
11,72,9.268
2,82,11.26
95,43,14.24
49,40,5.639
93,19,5.432
83,35,10.02
34,25,13.11
26,73,5.692
47,47,0
41,100,8.299
42,6,8.982
17,24,13.18
78,18,12.31
12,86,8.046
19,25,10.1
52,58,1.239
62,38,12.22
19,71,11.55
52,94,10.35
80,80,0
2,85,14.06
82,15,12.9
60,29,2.329
71,71,0
50,98,5.149
60,40,12.31
40,29,10.81
76,86,13.29
97,11,11.47
25,93,14.42
29,56,12.21
75,27,5.391
40,60,12.31
18,89,8.86
3,31,14.98
81,44,13.59
40,49,5.639
44,14,14.2
94,52,10.35
94,58,10.36
68,53,14.87
97,37,12.12
100,67,9.168
57,50,9.759
83,83,0
37,43,6.007
72,11,9.268
5,55,8.432
59,18,4.174
6,86,11.53
19,19,0
46,28,6.508
68,7,12.56
81,95,5.725
93,19,5.432
6,76,10.52
64,6,14.99
24,55,7.778
10,34,14.69
18,68,11.01
42,93,6.103
38,5,11.03
43,43,0
67,100,9.168
35,45,14.22
25,6,7.827
93,42,6.103
63,48,7.411
53,53,0
44,25,11.1
68,53,14.87
100,58,5.832
18,89,8.86
74,74,0
66,14,3.097
79,84,7.989
85,24,1.033
3,27,13.86
3,67,8.991
40,49,5.639
45,64,4.987
25,32,14.7
40,60,12.31
75,75,0
100,41,8.299
33,73,10.54
7,96,10.31
63,63,0
43,15,9.615
64,93,7.989
13,9,3.72
48,63,7.411
33,87,10.64
81,32,9.093
24,47,14.53
44,19,11.48
76,25,6.892
45,64,4.987
87,10,5.502
50,94,11.43
17,85,13.54
11,13,12.87
96,68,8.873
68,7,12.56
2,47,10.09
68,96,8.873
90,90,0
30,45,6.063
71,35,8.497
50,94,11.43
96,45,10.1
67,40,8.189
18,89,8.86
65,46,10.73
98,50,5.149
35,78,14.32
94,52,10.35
52,58,1.239
98,50,5.149
68,90,4.335
80,82,13.46
90,59,13.43
63,88,9.108
67,49,13.81
91,62,9.668
23,8,9.969
95,81,5.725
29,27,9.598
47,47,0
35,7,9.486
30,42,7.827
49,3,10.97
41,52,6.531
29,49,6.014
56,60,12.12
5,5,0
44,81,13.59
80,43,11.83
51,77,9.668
2,82,11.26
18,90,14.04
78,59,14.76
83,65,12.91
19,64,13.31
100,31,14.48
47,43,5.011
97,2,10.71
76,86,13.29
45,30,6.063
35,45,14.22
29,60,2.329
19,42,10.55
84,39,8.018
98,94,7.93
33,33,0
9,39,10.29
45,90,14.98
90,90,0
24,55,7.778
15,47,9.438
30,93,12.94
84,74,5.897
100,94,9.385
54,54,0
65,53,13.97
18,90,14.04
76,33,4.732
71,64,7.109
71,42,12.14
43,2,9.625
98,31,12.3
42,86,12.04
1,1,0
58,100,5.832
12,56,10.67
70,70,0
64,30,8.245
85,85,0
52,100,4.708
49,29,6.014
89,18,8.86
34,25,13.11
30,30,0
34,42,13.74
38,5,11.03
56,70,14.04
25,76,6.892
41,3,14.33
78,78,0
74,39,6.681
57,67,9.519
100,3,6.731
38,5,11.03
46,62,8.346
41,100,8.299
12,10,14.44
97,39,13.49
52,94,10.35
92,92,0
60,40,12.31
4,22,7.52
77,77,0
54,52,8.233
31,67,6.019
64,64,0
47,66,13.18
65,46,10.73
13,39,13.97
24,38,14.72
14,15,7.086
45,71,11.43
28,28,0
5,55,8.432
33,25,11.41
50,31,14.94
91,91,0
97,2,10.71
95,11,11.26
32,32,0
50,57,9.759
88,48,11.25
14,14,0
36,63,3.665
78,90,10.29
2,85,14.06
64,35,12.47
100,100,0
35,71,8.497
3,31,14.98
43,80,11.83
40,60,12.31
76,10,14.21
13,11,12.87
76,76,0
74,74,0
12,12,0
90,59,13.43
80,82,13.46
42,45,10.11
33,86,14.71
75,75,0
59,68,9.537
75,29,6.77
82,38,11.4
3,3,0
46,91,14.72
21,59,7.953
93,93,0
62,46,8.346
73,76,14.3
3,49,10.97
66,66,0
12,86,8.046
57,67,9.519
56,56,0
100,52,4.708
64,42,7.496
34,70,7.274
84,74,5.897
66,47,13.18
91,1,6.899
57,50,9.759
19,19,0
19,44,11.48
25,76,6.892
36,88,5.469
47,55,14.44
18,18,0
76,33,4.732
34,6,10.07
24,82,10.03
50,94,11.43
40,67,8.189
52,94,10.35
64,35,12.47
100,54,12.91
72,9,8.564
66,43,11.45
26,73,5.692
12,56,10.67
97,13,5.764
25,32,14.7
93,93,0
99,50,14.94
6,34,10.07
97,72,7.978
65,65,0
50,50,0
69,69,0
96,45,10.1
67,58,14.89
94,98,7.93
85,80,14.83
75,27,5.391
6,42,8.982
9,72,8.564
73,73,0
59,21,7.953
97,72,7.978
40,3,7.351
17,24,13.18
43,95,14.24
26,26,0
25,34,13.11
32,25,14.7
80,39,14.81
37,97,12.12
31,100,14.48
90,68,4.335
34,86,4.28
28,46,6.508
6,64,14.99
92,69,8.973
53,7,8.224
86,12,8.046
13,80,14.4
35,35,0
45,42,10.11
59,68,9.537
90,68,4.335
86,12,8.046
59,99,13.69
96,96,0
93,25,14.42
48,88,11.25
54,45,12.2
30,45,6.063
68,96,8.873
83,65,12.91
52,94,10.35
85,5,14.6
84,74,5.897
25,33,11.41
82,38,11.4
33,76,4.732
18,90,14.04
11,72,9.268
10,10,0
50,50,0
67,31,6.019
67,27,14.04
